product_availability,product_average_rating,product_brand,product_features,product_image,product_name,product_price,product_shipping
Only 4 left in stock.,Not Available,MATRIX,"Dial : Brass Dial | Case : Stainless Steel Case | Needles : Silver Needles |,Strap : Stainless Steel Strap | Clash : Buckle | Back : Stainless Steel,Machinery : Japanese Quartz | Power : Sony Original Batteries Last More Than 2 Years,Warranty : 6 Months Manufacturing Warranty,Packing : Matrix Watch Comes With Original Box Packing, Warranty Card",https://images-na.ssl-images-amazon.com/images/I/715UHCk4tnL._UL1500_.jpg,Matrix Black & White Dial Analog Wrist Watch for Men & Boys,229.00,FREE Delivery
In stock.,Not Available,MATRIX,,https://images-na.ssl-images-amazon.com/images/I/61RaZICEIFL._UL1500_.jpg,Matrix Analog Wrist Watch for Men & Boys,199.00,FREE Delivery
In stock.,Not Available,NAVIFORCE,"✔JAPANESE MOVEMENT (watch machine inside): All watches in NAVIFORCE series use watch machines from EPSON SEIKO Corp JAPAN or CITIZEN Miyota JAPAN,Hign Quality:100% new High hardness glass,unbreakable,wear-resistant,IP-plated stainless steel case and top quality band, make it super durable,A+ quality leather strap, high quality non-toxic vaccum ion plating giving great shine and long life yet skin friendly.,Service:12-month warranty and 30 days return. Have any questions,please contact us,we will reply to you within 24 hours.,✔GOOD GIFT: Package Includes watch in watch box along with warranty card, user manual, cleaning cloth all packed in a card board box and put in a carry bag","[<Selector xpath=""//div[@id='imgTagWrapperId']/img/@src"" data='\ndata:image/jpeg;base64,/9j/4AAQSkZJR...'>]",NAVIFORCE Japanese Quartz Chronograph Black Dial Leather Men's Watch,599.00,FREE Delivery.
Only 2 left in stock.,Not Available,WENGER,"Dial Color: Blue, Case Shape: Round, Dial Glass Material: Sapphire,Band Color: Silver, Band Material: Stainless Steel Gold Plated,Watch Movement Type: Quartz, Watch Display Type: Analog,Case Material: Stainless Steel, Case Diameter: 43 millimeters, Stainless Steel Bezel,Water Resistance Depth: 100 meters, Fold-Over Clasp with single Push Button Safety,3 years international warranty",https://images-na.ssl-images-amazon.com/images/I/71gzdNRJemL._UL1500_.jpg,Wenger City Classic Analog Blue Dial Men's Watch-01.1441.117,700.00,FREE Delivery
In stock.,Not Available,Bonjour,"Watch comes with box , Guarantee card , Invoice,Dial Color: Multicolour; Dial Shape: Round,Clasp Type: Buckle; Band Style: Bracelet,6 months warranty against manufacturing defects","[<Selector xpath=""//div[@id='imgTagWrapperId']/img/@src"" data='\ndata:image/jpeg;base64,/9j/4AAQSkZJR...'>]",Bonjour Analogue Multicolour Dial Women's Watch,270.00,FREE Delivery
In stock.,Not Available,KDENTERPRISE,"Dial Color: Blue Gold Case Shape: Round,Case material:Metal,Band Color:Silver-Gold, Band Material:Metal,Watch Movement Type: Quartz , Watch Display Type: Analog,Durable watch for Women's and Girl's,6 Months KD India Warranty",https://images-na.ssl-images-amazon.com/images/I/71hmLLwOoNL._UL1500_.jpg,KDENTERPRISE Blue-Rose-Gold Analogue Wrist Watches Combo for Women Girls Pack of 2,449.00,FREE Delivery
In stock.,Not Available,Amazfit,"UP TO 45 DAYS BATTERY LIFE: A powerful battery capable of lasting up to 45 days on a single charge. Charging time: Approx. 2.5 hours,3 ATM WATER RESISTANT: Designed to withstand all your activities rain or shine, this watch is 3 ATM certified, equivalent to about 30 meters water depth,Use Mi-Fit App to connect the phone,LIGHTWEIGHT: Comfortable to wear day and night; You will even forget it’s there on your wrist,ACTIVITY and SPORTS TRACKING: Track daily activities and sports like indoor and outdoor running, walking and cycling,REFLECTIVE ALWAYS-ON: The display is always on and easily readable under bright sunlight,NOTIFICATIONS: Receive notifications for incoming calls, emails, messages and other apps. Sedentary reminders if you’ve been sitting too long,For any queries contact us on : [1800-4199-680]",https://images-na.ssl-images-amazon.com/images/I/61fslCAtlBL._SL1500_.jpg,Amazfit Bip Lite Smart Watch (Black),499.00,FREE Delivery
In stock.,Not Available,LEVERET,"WATCH,MEN WATCH,BOYS WATCH,3 COMBO WATCHES",https://images-na.ssl-images-amazon.com/images/I/61VZdsIoUJL._UL1114_.jpg,LEVERET Quartz Movement Analogue Display Multicoloured Dial Men's Watch Combo Pack of 3,249.00,July 7 - 8
In stock.,Not Available,TIMESOON,"Stylish Megnet Strap Watch is Special Key Feature of this TIMESOON Branded Watch with 12 months Warranty.,Strap Material : High Quality Metal | Movement: Quartz |,Dial Color : Black | Strap Color : BLACK | Display Type : Analogue | Case Shape : Round,Wearabilty : Casual | Look : Designer | Gender : Girls & Women | Designer For Young People & Teenagers of India | Design : Classic,✅ All Products of TIMESOON Brand are Quality Checked and Genuinely tested with QC Passed before Dispatch.",https://images-na.ssl-images-amazon.com/images/I/61SSrFotaJL._UL1500_.jpg,TIMESOON Analogue Black Dial Girls' Watch,284.00,FREE Delivery
In stock.,Not Available,SWISSTYLE,"Movement Type: Quartz,Number of Digitals: 4,Warranty: Warranty: 1 year manufacturer warranty,Display Type: Analog,Dial Color: Black","[<Selector xpath=""//div[@id='imgTagWrapperId']/img/@src"" data='\ndata:image/jpeg;base64,/9j/4AAQSkZJR...'>]",SWISSTYLE Analogue Men's Watch (Black Dial Black Colored Strap),429.00,FREE Delivery
In stock.,Not Available,Titan,"Dial Color: Off-White,Band Color: Gold, Band Material: Gold. Case Thickness 8.25 mm, Case Width(3H-9H) 38 mm,Watch Movement Type: Quartz, Watch Display Type: Analog,2 years warranty,Remove plastic at crown to start the watch",https://images-na.ssl-images-amazon.com/images/I/81q8U3Zec%2BL._UL1500_.jpg,Titan Analog Off-White Dial Men's Watch-NL1712YM02,945.00,FREE Delivery
Only 2 left in stock.,Not Available,Generic,"HD display: High sensitive capacitive touch screen; High sensitive capacitive touch screen;perfect match technology,The lost function: Seek mobile phone, Tow-way anti lost; Entertainment: MP3,MP4,Camera;Sync function: Twitter, Facebook; time, schedule, read message or news; Sport health,Works on dual mode: company mode in which make or receive call & send or get message via Bluetooth and Network mode in which SIM card in inserted and call can be made via your network provider,GSM 850/900/1800/1900 four frequency call function, hands-free, phone records, phone book, Bluetooth phone,Note: This watch supports Android OS, Android phone's Bluetooth, APP download and connection, Note:The customer has to insert sim card with 2G networks support",https://images-na.ssl-images-amazon.com/images/I/61FG21KJAqL._SL1000_.jpg,Generic Bluetooth Smart Watch with SIM and Memory Card Support,595.00,FREE Delivery
In stock.,Not Available,OGTECH,"✅ Super thin and high transparency design guarantees HD viewing experience.,✅ Specially Designed For Realme watch, Not Tempered Glass,✅ The scratches on the screen will naturally recover, the more subtle the faster,✅ Significantly increase the screen Sturdy, no need to worry about the screen is fragile for Daily use,✅ Hydrogel soft film is the most suitable protective film on the market for curved screens.",https://images-na.ssl-images-amazon.com/images/I/61Whzt0ZqFL._SL1500_.jpg,OGTECH Ultra thin Screen Protector film For Realme Watch (Pack of 2),161.00,FREE Delivery.
In stock.,Not Available,REDUX,"Day and date display,Watch strap colour : blue, watch strap material : leather, case shape-round,Suitable for party wedding, formal and casual occasion,Works on Japanese quartz movement",https://images-na.ssl-images-amazon.com/images/I/81Wace5Xl%2BL._UL1500_.jpg,REDUX Analogue Men's Watch (Blue Dial Blue Colored Strap),305.00,FREE Delivery
Only 1 left in stock.,Not Available,Pan Coupe,"Handcrafted WIth Passion Made In India : Handcrafted from African Red Wenge, the watch is sure to attract eyeballs. We are proudly handcrafting these watches in India since 2012.,Easily Adjustable: Use the sizing tool we send along with the watch to adjust the size as per your needs. We also provide one extra strap along with the watch.,Best gift for your loved ones on Birthdays, Weddings, Anniversary.,Details : Quartz Movement | Day & Date Display | Buckle Clasp | Mineral Glass,Warranty: 1 Year Manufacturer Warranty (Minimum Service Fee after one year)",https://images-na.ssl-images-amazon.com/images/I/81rej5QOkVL._UL1500_.jpg,Pan Coupe Red Wenge Round Wooden Watch - Aura,250.00,FREE Delivery
Out of stock,Not Available,Fastrack,"Dial Color: Black, Case Shape: Round, Dial Glass Material: Acrylic,Band Color: Black, Band Material: Silicone, LOCK MECHANISM: Buckle,Watch Movement Type: Quartz, Watch Display Type: Analog,Case Material: Plastic, Case Diameter :5.1 Centimeters ,Case Thickness :16 Millimeters ,Band Width :24 Millimeters,Water Resistance Depth: 100 meters,24 Months Manufacturer Warranty on manufacturing defects",https://images-na.ssl-images-amazon.com/images/I/6106oYlVQZL._UL1000_.jpg,Fastrack Trendies Analog Black Dial Men's Watch-NL38045PP03,995.00,FREE Delivery
In stock.,Not Available,Sonata,"Dial Color: Black, Case Shape: Rectangular, Dial Glass Material: Acrylic,Band Color: Black, Band Material: Rubber,Watch Movement Type: processor, Watch Display Type: Digital,Case Material: Plastic, Case Diameter: 45 millimeters,Water Resistance Depth: 30 meters,touch screen; Strap Type: TPU,24 Months manufacturer warranty on manufacturing defects,For any product related queries contact_us on: [1800- 266- 0123]",https://images-na.ssl-images-amazon.com/images/I/71F1JTuFLhL._UL1500_.jpg,Sonata SF Rush Black Dial Unisex's Activity tracker - SWD77087PP01,799.00,FREE Delivery
In stock.,Not Available,Acnos,"Warranty type:Manufacturer; 1 Years Manufacturer Warranty,Watch Movement Type: Quartz; Watch Display Type: Analog,Comfortable, stylish, Band designed to fit most wrists. Secures easily for maximum durability and functionality. Comes with a beautiful box, making this an ideal gift that is both classy and understated.,Brand : Acnos , Quality : Premium,Water Resistance Depth: 30 meters; Buckle Clasp",https://images-na.ssl-images-amazon.com/images/I/51MeQiXpzNL._UL1030_.jpg,Acnos Stylist Analog Watch Combo Set for Men Pack of - 3 (433-21-24),310.00,FREE Delivery.
In stock.,Not Available,Relish,"Dial Color: Black, Case Shape: Round,Band Color: Black, Band Material: Leather,Watch Movement Type: Quartz, Watch Display Type: Analog,Case Material: Metal, Case Diameter: 46 millimeters, Ceramic Bezel,Ideal: Birthday Gift, Festival Gift And Anniversary Gift",https://images-na.ssl-images-amazon.com/images/I/71Cnih0uH9L._UL1500_.jpg,Relish Men's Black Stainless Steel Case Leather Strap Analog Display Quartz Watch | RE-BB1082 | Gift for Brother,399.00,FREE Delivery.
In stock.,Not Available,Relish,"Dial Color: Black, Case Shape: Round,Band Color: Black, Band Material: Leather,Watch Movement Type: Quartz, Watch Display Type: Analog,Case Material: Metal, Case Diameter: 46 millimeters, Ceramic Bezel,Ideal: Birthday Gift, Festival Gift And Anniversary Gift",https://images-na.ssl-images-amazon.com/images/I/71egPlwwNkL._UL1500_.jpg,Relish Men's Black Stainless Steel Case Chain Analog Display Quartz Watch | RE-BB1083 | Gift for Brother,399.00,FREE Delivery.
In stock.,Not Available,SEVEN,"–Accurate time keeping —SEVEN brands of tactical watch movements have an accuracy rate of less than 1 second per day, and it will always tell you the exact time on a specific occasion, company or other important place. The function of the analog watch is a very precise quartz movement as well as the date function. Its function is to accurately display today's date,–The perfect gift—This men's watch is a quartz watch, which can be a good birthday gift. With a black leather strap and black dial, you will feel a sense of pride in wearing it. Chronograph analog watch for father, boyfriend or other male classmates and colleagues,Classic, fashion, minimalist style, slim black stainless steel case,–100% Quality Watches—We offer 100% quality quartz movements for men's watches with analog and date displays, rugged and durable, and are carefully maintained with this carefully crafted men's watch for lifetime use. Multifunctional chronograph with three minutes hands showing seconds, minutes and hours, Japanese Quartz Movement: Strong stability, accurate time, long service life,–Comfortable and durable Genuine leather band.—flexible, comfortable, waterproof, breathable, easy to adjust the watch to your wrist size when you need a watch to prove that you value your time. Seven leather strap watches not only make your wrist feel comfortable, but also easy to match clothes. Our analog watches are perfect for adventurers or everyday people who are looking to suit themselves.,–100% Money Back Guarantee—Use our chronograph quartz sports watch, 100% risk free. 1 SEVEN Watch 60-day money back guarantee, for whatever reason; 1 year warranty related issues. Customer satisfaction is our top priority and we do not compromise on material quality. Buy our waterproof watches for freeIf you have any questions about your watches, please contact us at first time and we will help you deal with it in time.",https://images-na.ssl-images-amazon.com/images/I/61%2BvYneXmTL._UL1200_.jpg,SEVEN Analogue Black Dial Men's Watch,999.00,FREE Delivery
In stock.,Not Available,7seven,"Accurate time keeping seven brands of tactical watch movements have an accuracy rate of lesser than 1 second per day, and it will always tell you the exact time on a specific occasion, company or other important place. The function of the analog watch is a very precise quartz movement as well as the date function,Comfortable and durable genuine leather band. flexible, comfortable, waterproof, breathable, easy to adjust the watch to your wrist size when you need a watch to prove that you value your time. Seven leather strap watches not only make your wrist feel comfortable, but also easy to match clothes. Our analog watches are perfect for adventurers or everyday people who are looking to suit themselves,Watches we offer 100% quality quartz movements for men's watches with analog , rugged and durable, and are carefully maintained with this carefully crafted men's watch for lifetime use. Multifunctional chronograph with three minutes hands showing seconds, minutes and hours, Japanese quartz movement: strong stability, accurate time, long service life,Use our chronograph quartz sports watch, 100% risk free. 1 seven watch 60-day guarantee, for whatever reason; 1 year warranty related issues is our top priority and we do not compromise on material quality. Buy our waterproof watches for freeif you have any questions about your watches, please contact us at first time and we will help you deal with it in time,The perfect gift this men's watch is a quartz watch, which can be a good birthday gift. with a black leather strap and black dial, you will feel a sense of pride in wearing it. Chronograph analog watch for father, boyfriend or other male classmates and colleagues,classic, fashion, minimalist style, slim black stainless steel case",https://images-na.ssl-images-amazon.com/images/I/61ltZwXIswL._UL1500_.jpg,"Watches for Mens Under 500,Business Quartz Wrist Watches, Leather Strap Watches,Quartz Movement Analog Chronograph Watches for Men,Wrist Watch for Father Brother Boyfriend Birthday Gift",499.00,FREE Delivery
In stock.,Not Available,AHMAD ENTERPRISE,"Call reminder, SMS reminder, QQ reminder, Wechat reminder, Skype, Facebook, whatsApp reminder.,Sedentary Reminder--Sometimes you may sit for a long time, which is not good for your health,Sports and health: Sports step (3D sensor), calorie consumption, exercise distance, pedometer ,Support Dynamic Heart rate, Blood Pressure (Non Medical Use), Blood Oxygen monitoring, Support call reminder and message reminder,Professional High-Level Waterproof Smartwatch;-The New design with advanced waterproof technology and powerful versatility to make your life healthier and more colorful.,All-day activity tracking: Track steps, distance, calories burned, active minutes, you can check daily activity and time on OLED display or APP",https://images-na.ssl-images-amazon.com/images/I/51vj7-8LK2L._SL1012_.jpg,"M4 Smart Fitness Band, Fitness Tracker Watches for Men | Women | Kids | Sports Activity Tracker Watch Step Counter Calories Counter, Sleep Monitor SMS, Call Reminder, Camera Shoot",469.00,FREE Delivery
In stock.,Not Available,TIMEX,"Dial Color: Blue, Case Shape: Round, Dial Glass Material: Mineral,Band Color: Brown, Band Material: Leather ; Clasp: Buckle,Watch Movement Type: Quartz, Watch Display Type: Analog,Case Material: Brass, Case Diameter: 40 millimeters, Brass Bezel ; Case Thickness: 8.8mm,Water Resistance Depth: 30 meters,,1 year domestic warranty",https://images-na.ssl-images-amazon.com/images/I/81ieeJoiVnL._UL1500_.jpg,Timex Analog Blue Dial Men's Watch-TW00ZR262E,045.00,FREE Delivery
In stock.,Not Available,MATRIX,,https://images-na.ssl-images-amazon.com/images/I/819AnkHJAlL._UL1500_.jpg,MATRIX Day & Date Analog Wrist Watch for Men & Boys,264.00,FREE Delivery
In stock.,Not Available,Mi,"Up to 20 days of battery life (If Automatic Heart Rate feature is turned on then expected battery life will be 3-9 days). Compatible with Android 4.4 or later/iOS 9.0 or later,Use Mi-Fit App to connect the phone. Connectivity - Bluetooth 4.2,0.78” OLED touch screen. The adjustable strap length is 155 - 216mm,Call and Notification Alert: Read messages and receive call notification and alerts from applications such as Uber, WhatsApp etc,Continuous Heart rate monitoring, sleep analysis and advanced step tracking,Find my phone feature: Ring your phone, if it is misplaced; Phone Unlock feature (Android Only),5ATM - Water resistant upto 50 metres,Get Idle Alert and Weather Forecast, View data by simply raising your wrist,Devices with Android 4.4, iOS 7.0 or above with Bluetooth 4.0 and above,Customer care number: Call 18001036286 or Reach Out to Nearest Authorized Service Center of Xiaomi for any after sales support",https://images-na.ssl-images-amazon.com/images/I/71ZIrJ6XLLL._SL1500_.jpg,Mi Band 3 (Black),399.00,FREE Delivery
In stock.,Not Available,EDDY HAGER,"Dial color: black, case shape: round, case material: stainless steel,Band color: silver, band material: stainless steel,Watch movement type: quartz , watch display type: analogue and day and date,Product might slightly vary from actual image",https://images-na.ssl-images-amazon.com/images/I/716SHSRMToL._UL1400_.jpg,EDDY HAGER Time Teacher Black Dial Men's Watch,329.00,FREE Delivery
In stock.,Not Available,Sketchfab,"NOTE- For Any Product Issue Please Contact Us Through Buyer Massage Please Install Any One App From Play Store for the device App Name YOHO,FIT PRO,LEFUN HEALTH,Waterproof Smart fitness Band with Bluetooth or Heart Rate sensor, Activity Records, Sleep Monitor, Calorie Burned, Rejected Calling, Alarm, Blood Pressure, Message, USB Charging Supports smartphones, Tablets and PC's and also support Android and IOS,It has features such as calling function which enables you receive a call and disconnect it, you can also receive messages through it but only supported to Android Phones for which you need to download app,Battery Capacity: 70 mAh , Water proof Smart fitness Band with Bluetooth or Heart Rate sensor, Activity Records, Sleep Monitor, Calorie Burned, Rejected Calling, Alarm, Blood Pressure, Message, USB Charging Supports smartphones, Tablets and PC's and also support Android and IOS.-NOTE- OLNY CHARGER WIRE WILL CUM TO RECHARGE THE DEVICE.-DEVICE WITH USB PORT DOES NOT REQUIRE ANY CHARGING CABLE ..JUST CHARGE WITH NORMAL MOBILE CHARGER",https://images-na.ssl-images-amazon.com/images/I/61wZxzBcUrL._SL1100_.jpg,"Sketchfab Smart Band Fitness Tracker Watch Heart Rate with Activity Tracker Waterproof Body Functions Like Steps Counter, Calorie Counter, Blood Pressure, Heart Rate Monitor LED Touchscreen",449.00,FREE Delivery
In stock.,Not Available,SWISSTONE,"Dial Color: Brown Case Color: Brown,Strap: Brown Leather strap,Feature: Day & Date Display,Package Contents: 1 Wrist Watch & Warranty Card,Warranty Summary: 1 Year Manufacturer's warranty on all the manufacturing defects including the machine movement. Any damages due to wear and tear or mishandling of the product are not covered under warranty. The quartz movement is covered under warranty but the cell is not covered under warranty.",https://images-na.ssl-images-amazon.com/images/I/81PqOzs-XmL._UL1500_.jpg,SWISSTONE Analogue Men's Watch (Brown Dial Brown Colored Strap),379.00,FREE Delivery
In stock.,Not Available,selloria,"Casual, Party-Wedding, Formal, Sports,Stylish and Trendy Watches,best kids watch for boy,Display Type:-DIGIAL,Your kids will have a good fun time.",https://images-na.ssl-images-amazon.com/images/I/61Bk8ry1i-L._UL1311_.jpg,selloria Digital Boys' Watch (Black Dial Black Colored Strap) (Pack of 2),319.00,FREE Delivery.
In stock.,Not Available,Mi,"The Mi Smart Band 4 features a 39.9% larger (than Mi Band 3) AMOLED color full-touch display with adjustable brightness, so everything is clear as can be. Compatible with Android 4.4 or later/iOS 9.0 or later,With music control on the band you can change the song, increase/decrease the volume and groove on without even touching your phone,With a sturdy 5ATM waterproof built, you can now take your band for a swim. It auto detects your swim style and captures 12 detailed data points for tracking. Connectivity - Bluetooth 5.0,Health and wellness tracking at its best with 24/7 automatic heart rating monitoring and alerts to warn you when the heart rate is high,Style the band display as per your mood with unlimited watch faces. Simply pick a photo from your gallery and set it as your watch face,With the band on your wrist, you can receive text messages, silence or reject calls, and get social media notifications instantly,Up to 20 days of long lasting battery life for uninterrupted performance,Start your day right by understanding your sleep pattern with accurate light and deep sleep monitoring,30+ features rolled into one band, your perfect companion,Customer care number: Call 18001036286 or Reach Out to Nearest Authorized Service Center of Xiaomi for any after sales support",https://images-na.ssl-images-amazon.com/images/I/71ZSpNjEl0L._SL1500_.jpg,"Mi Smart Band 4- India's No.1 Fitness Band, Up-to 20 Days Battery Life, Color AMOLED Full-Touch Screen, Waterproof with Music Control and Unlimited Watch Faces",299.00,FREE Delivery
In stock.,Not Available,SWADESI STUFF,"Dial Colour: Black | Case Material: Rubber | Sports Digital Army Watch,Alarm Function | Stopwatch Stag Timekeeping Function | Night Light | Back Light,Standard Display : Hour, Minute, Second, Month, Date, Week | 7 Different Light Options Available,All Product Is Genuinely Tested Before Dispatching. Add This to Your Collection to Exquisite & Elegant Watches.,Warranty: Six Months Warranty on Manufacturing Defect | A Perfect Gift for Kids, Friends, Families, Lovers etc.",https://images-na.ssl-images-amazon.com/images/I/71tF6JBQFUL._UL1500_.jpg,SWADESI STUFF Digital Multicolour Dial Boys' Watch,299.00,FREE Delivery
In stock.,Not Available,SWADESI STUFF,"Dial color: Blue | Band color: Silver,Dial Shape: Round | Watch Display Type: Analogue,Watch Movement Type: Quartz | Beautiful Display,All Product Is Genuinely Tested Before Dispatching. Add This to Your Collection to Exquisite & Elegant Watches.,Warranty: Six Months Warranty of Manufacturing Defect | Care Instructions: Spot Clean with Dry/Damp Cloth.",https://images-na.ssl-images-amazon.com/images/I/81ar3EUwmJL._UL1500_.jpg,SWADESI STUFF Analogue Multicolour Dial Men's Watch,249.00,FREE Delivery
In stock.,Not Available,AHMAD ENTERPRISE,"Real-Time Activity Tracking? :- M4 Band allows you to monitor your activity like running, biking or walking in real time. You can check your exercise duration, pace, heart rate and speed on the go.,Instant Notifications? :- Now view incoming call and app notifications at a glance. You can also reject calls directly from the M4 Band. It also displays SMS, WhatsApp, Instagram and other messages.,Monitor Sleep Quality? :-Accurately records information about your sleep quality every night, including data on deep and light sleep so that you can adjust your sleeping habits accordingly.,Large OLED Touch Screen :-M4 Band comes with a larger and clearer 0.78 inch OLED touch screen allowing you to do and view more.,Events and Alarms? :-Set vibrating alarms and get event reminders directly on the band.","[<Selector xpath=""//div[@id='imgTagWrapperId']/img/@src"" data='\ndata:image/jpeg;base64,/9j/4AAQSkZJR...'>]","M4 Smart Fitness Band, Fitness Tracker Watches for Men | Women | Kids | Sports Activity Tracker Watch Step Counter Calories Counter, Heart Rate Monitor, Blood Pressure Monitor,Sleep Monitor SMS, Call Reminder, Camera Shoot (Black)",469.00,FREE Delivery
In stock.,Not Available,Mi,"Up to 20 days of battery life (If Automatic Heart Rate feature is turned on then expected battery life will be 3-9 days). Compatible with Android 4.4 or later/iOS 9.0 or later,Use Mi-Fit App to connect the phone. Connectivity - Bluetooth 4.2,0.78” OLED touch screen. The adjustable strap length is 155 - 216mm,Call and Notification Alert: Read messages and receive call notification and alerts from applications such as Uber, WhatsApp etc,Continuous Heart rate monitoring, sleep analysis and advanced step tracking,Find my phone feature: Ring your phone, if it is misplaced; Phone Unlock feature (Android Only),5ATM - Water resistant upto 50 metres,Get Idle Alert and Weather Forecast, View data by simply raising your wrist,Devices with Android 4.4, iOS 7.0 or above with Bluetooth 4.0 and above,Customer care number: Call 18001036286 or Reach Out to Nearest Authorized Service Center of Xiaomi for any after sales support",https://images-na.ssl-images-amazon.com/images/I/71ZIrJ6XLLL._SL1500_.jpg,Mi Band 3 (Black),399.00,FREE Delivery
In stock.,Not Available,Honor,"0.95 Inch (2.41 cms) AMOLED Touch Large Color Screen: Adjustable screen brightness, dynamic and vivid display; home button control, Belt clip design makes band firmly attached to your wrist. Compatible with Android 4.4 or later/iOS 9.0 or later,Scientific Sleep Monitoring: TruSleep allows sleep status recognition, collection and analyzing data. Storage: RAM 384 KB |ROM 1 MB|PSRAM 8M |Flash 32 MB,SpO2 Monitor for Everyone: HONOR Band 5's SpO2 Monitor tracks oxygen saturation levels in the bloodstream so you can assess how your body is adapting during workouts or at high altitudes. Connectivity Bluetooth 4.2,Smart Music & Volume Controls: Don't stop your workout for anything. Change the song, adjust the volume from your HONOR Band 5 effortlessly,Heart Rate Monitoring: TruSeen allows 24-hour accurate real-time heart rate monitoring and warnings,Special Features & Battery Life: Multiple Watch Faces; Remote Control Camera (only available on Huawei/Honor EMUI 8.1 devices or later). Long standby time up to 14 days and saves time on frequent charging,Multiple Sports Modes: Supports Outdoor and Indoor Run, Walking, Indoor and Outdoor Cycling, Pool Swim and Training Various Exercises Types,5ATM 50 meters water-resistant. Swimming Posture Recognition: 6-Axis sensor recognizes main strokes, Records speed, distance, number of turns, calories, average SWOLF, and other data,Daily Activities Tracking and Monitoring: Step count, calories burned, distance covered, moderate to high-intensity activities duration and standing status, target setting and achievement reminder,Smart Assistant and Notification Reminders: Stopwatch and timer; Find your phone; Alarm reminder (including smart and event alarms); Caller ID, SMS, e-mail, Weather Reports, Calendar and Social Apps,For any queries, please contact_us on: [1800-210-9999]",https://images-na.ssl-images-amazon.com/images/I/71MwpvuFthL._SL1500_.jpg,"HONOR Band 5 (CoralPink)- Waterproof Full Color AMOLED Touchscreen, SpO2 (Blood Oxygen), Music Control, Watch Faces Store, up to 14 Day Battery Life",199.00,FREE Delivery
In stock.,Not Available,Amazfit,"UP TO 45 DAYS BATTERY LIFE: A powerful battery capable of lasting up to 45 days on a single charge. Charging time: Approx. 2.5 hours,3 ATM WATER RESISTANT: Designed to withstand all your activities rain or shine, this watch is 3 ATM certified, equivalent to about 30 meters water depth,Use Mi-Fit App to connect the phone,LIGHTWEIGHT: Comfortable to wear day and night; You will even forget it’s there on your wrist,ACTIVITY and SPORTS TRACKING: Track daily activities and sports like indoor and outdoor running, walking and cycling,REFLECTIVE ALWAYS-ON: The display is always on and easily readable under bright sunlight,NOTIFICATIONS: Receive notifications for incoming calls, emails, messages and other apps. Sedentary reminders if you’ve been sitting too long,For any queries contact us on : [1800-4199-680]",https://images-na.ssl-images-amazon.com/images/I/61fslCAtlBL._SL1500_.jpg,Amazfit Bip Lite Smart Watch (Black),499.00,FREE Delivery
In stock.,Not Available,Mi,"The Mi Smart Band 4 features a 39.9% larger (than Mi Band 3) AMOLED color full-touch display with adjustable brightness, so everything is clear as can be. Compatible with Android 4.4 or later/iOS 9.0 or later,With music control on the band you can change the song, increase/decrease the volume and groove on without even touching your phone,With a sturdy 5ATM waterproof built, you can now take your band for a swim. It auto detects your swim style and captures 12 detailed data points for tracking. Connectivity - Bluetooth 5.0,Health and wellness tracking at its best with 24/7 automatic heart rating monitoring and alerts to warn you when the heart rate is high,Style the band display as per your mood with unlimited watch faces. Simply pick a photo from your gallery and set it as your watch face,With the band on your wrist, you can receive text messages, silence or reject calls, and get social media notifications instantly,Up to 20 days of long lasting battery life for uninterrupted performance,Start your day right by understanding your sleep pattern with accurate light and deep sleep monitoring,30+ features rolled into one band, your perfect companion,Customer care number: Call 18001036286 or Reach Out to Nearest Authorized Service Center of Xiaomi for any after sales support",https://images-na.ssl-images-amazon.com/images/I/71ZSpNjEl0L._SL1500_.jpg,"Mi Smart Band 4- India's No.1 Fitness Band, Up-to 20 Days Battery Life, Color AMOLED Full-Touch Screen, Waterproof with Music Control and Unlimited Watch Faces",299.00,FREE Delivery
In stock.,Not Available,Faawn,"smart watches Sim Card Function : Compatible as an independent mobile phone with SIM card slot; Support up to 16GB Memory Card.,HD display of This digital watch: High sensitive capacitive touch screen;perfect match technology;Resolution ratio: 240x240 pixel,Sync function of this fitness watch: Whatsapp,Twitter,Facebook,Browser(need put a 2G network SIM card); time,schedule,read text message; Sport health : Pedometer,sleep monitoring,sedentary remind,Other functions of this smart watch : Image viewer, Sound recorder (need put a TF card ), Audio player, Remote capture, Alarm clock, Calendar,Camera (0.3M),Two way Anti-lost,Compatibility:Samsung,Google Pixel/Pixel XL,HTC, Sony, LG, HUAWEI, ZTE, OPPO, XIAOMI(Attention for iphone x,iphone 8,iphone 7, iPhone 6, iPhone 6 plus, iPhone 5, iPhone 5s , iPhone 4, iPhone 4s, this APP can' t be installed by iOS, it only supports partial functions).Language:English.","[<Selector xpath=""//div[@id='imgTagWrapperId']/img/@src"" data='\ndata:image/jpeg;base64,/9j/4AAQSkZJR...'>]","Faawn Smart Watches with Bluetooth, Sim Card (4G Supported ) Health and Fitness Tracker Smart Watches for Boys Mens and Girls ( smartwatch ) - Black",698.00,FREE Delivery
